=============================================
P(G):
=============================================
2 0.028005
3 0.002218
4 0.011513
5 0.024799
8 0.011170
9 0.003911
10 0.047018
12 0.285939
13 0.000484
14 0.003528
15 0.188959
17 0.056514
20 0.008529
21 0.071616
38 0.213880
1235 0.041917


=============================================
P(chroma_stft_mean_01 | G):
1235 19 0.015873
1235 20 0.013949
1235 21 0.009139
1235 22 0.012025
1235 23 0.011544
1235 24 0.010582
1235 25 0.011063
1235 26 0.009139
1235 27 0.009139
1235 28 0.013468
1235 29 0.012987
1235 30 0.011063
1235 31 0.009620
1235 32 0.010582
1235 33 0.009139
1235 34 0.006734
1235 35 0.007215
1235 36 0.008658
1235 37 0.008177
1235 38 0.008658
1235 39 0.011544
1235 40 0.007215
1235 41 0.010582
1235 42 0.010582
1235 43 0.008658
1235 44 0.010582
1235 45 0.006734
1235 46 0.007215
1235 47 0.005772
1235 48 0.010582
1235 49 0.005772
1235 50 0.010582
1235 51 0.005291
1235 52 0.010582
1235 53 0.011063
1235 54 0.009139
1235 55 0.007696
1235 56 0.010101
1235 57 0.008177
1235 58 0.009620
1235 59 0.006734
1235 60 0.008177
1235 61 0.008658
1235 62 0.008177
1235 63 0.004810
1235 64 0.009139
1235 65 0.006734
1235 66 0.004810
1235 67 0.005772
1235 68 0.006253
1235 69 0.008177
1235 70 0.005291
1235 71 0.010101
1235 72 0.010582
1235 73 0.006253
1235 74 0.006253
1235 75 0.007696
1235 76 0.007696
1235 77 0.006253
1235 78 0.010582
1235 79 0.008658
1235 80 0.009139
1235 81 0.008658
1235 82 0.005291
1235 83 0.006734
1235 84 0.012987
1235 85 0.003367
1235 86 0.007696
1235 87 0.003848
1235 88 0.004810
1235 89 0.008658
1235 90 0.010582
1235 91 0.009620
1235 92 0.007696
1235 93 0.010101
1235 94 0.006253
1235 95 0.005772
1235 96 0.009620
1235 97 0.011063
1235 98 0.006734
1235 99 0.011544

=============================================
P(chroma_stft_mean_02 | G):
=============================================
2 0 0.010799
2 1 0.016559
2 2 0.015119
2 3 0.017279
2 4 0.025918
2 5 0.013679
2 6 0.020878
2 7 0.017999
2 8 0.024478
2 9 0.021598
2 10 0.020878
2 11 0.012239
2 12 0.023038
2 13 0.025198
2 14 0.027358
2 15 0.012959
2 16 0.015839
2 17 0.025198
2 18 0.016559
2 19 0.014399
2 20 0.012959
2 21 0.018719
2 22 0.016559
2 23 0.017999
2 24 0.012959
2 25 0.009359
2 26 0.013679
2 27 0.011519
2 28 0.011519
2 29 0.012239
2 30 0.008639
2 31 0.012959
2 32 0.014399
2 33 0.010079
2 34 0.010799
2 35 0.007199
2 36 0.014399
2 37 0.005040
2 38 0.014399
2 39 0.006479
2 40 0.010079
2 41 0.008639
2 42 0.007919
2 43 0.009359
2 44 0.010799
2 45 0.005040
2 46 0.008639
2 47 0.007199
2 48 0.011519
2 49 0.005040
2 50 0.010079
2 51 0.005760
2 52 0.005040
2 53 0.005040
2 54 0.007199
2 55 0.010079
2 56 0.005040
2 57 0.006479
2 58 0.007919
2 59 0.008639
2 60 0.010079
2 61 0.007199
2 62 0.007199
2 63 0.002880
2 64 0.007919
2 65 0.010079
2 66 0.006479
2 67 0.005760
2 68 0.005760
2 69 0.008639
2 70 0.006479
2 71 0.010079
2 72 0.004320
2 73 0.005040
2 74 0.007199
2 75 0.002880
2 76 0.007919
2 77 0.006479
2 78 0.005760
2 79 0.005760
2 80 0.002160
2 81 0.002880
2 82 0.005760
2 83 0.005760
2 84 0.007199
2 85 0.002160
2 86 0.002880
2 87 0.005040
2 88 0.006479
2 89 0.007199
2 90 0.005760
2 91 0.005040
2 92 0.006479
2 93 0.005760
2 94 0.004320
2 95 0.003600
2 96 0.004320
2 97 0.003600
2 98 0.002880
2 99 0.001440
3 0 0.000000
3 1 0.000000
3 2 0.000000
3 3 0.009091
3 4 0.009091
3 5 0.009091
3 6 0.000000
3 7 0.009091
3 8 0.018182
3 9 0.027273
3 10 0.018182
3 11 0.036364
3 12 0.009091
3 13 0.000000
3 14 0.009091
3 15 0.000000
3 16 0.018182
3 17 0.018182
3 18 0.000000
3 19 0.009091
3 20 0.018182
3 21 0.027273
3 22 0.045455
3 23 0.009091
3 24 0.009091
3 25 0.009091
3 26 0.000000
3 27 0.000000
3 28 0.027273
3 29 0.027273
3 30 0.027273
3 31 0.036364
3 32 0.009091
3 33 0.036364
3 34 0.018182
3 35 0.027273
3 36 0.000000
3 37 0.009091
3 38 0.018182
3 39 0.000000
3 40 0.000000
3 41 0.000000
3 42 0.027273
3 43 0.018182
3 44 0.009091
3 45 0.009091
3 46 0.009091
3 47 0.018182
3 48 0.000000
3 49 0.000000
3 50 0.027273
3 51 0.018182
3 52 0.009091
3 53 0.009091
3 54 0.018182
3 55 0.018182
3 56 0.009091
3 57 0.000000
3 58 0.000000
3 59 0.018182
3 60 0.009091
3 61 0.000000
3 62 0.000000
3 63 0.027273
3 64 0.000000
3 65 0.009091
3 66 0.000000
3 67 0.009091
3 68 0.009091
3 69 0.000000
3 70 0.000000
3 71 0.000000
3 72 0.036364
3 73 0.009091
3 74 0.000000
3 75 0.000000
3 76 0.018182
3 77 0.018182
3 78 0.009091
3 79 0.009091
3 80 0.009091
3 81 0.018182
3 82 0.009091
3 83 0.000000
3 84 0.000000
3 85 0.000000
3 86 0.000000
3 87 0.000000
3 88 0.000000
3 89 0.009091
3 90 0.000000
3 91 0.000000
3 92 0.000000
3 93 0.000000
3 94 0.000000
3 95 0.000000
3 96 0.009091
3 97 0.000000
3 98 0.000000
3 99 0.009091
4 0 0.003503
4 1 0.003503
4 2 0.014011
4 3 0.005254
4 4 0.019264
4 5 0.014011
4 6 0.017513
4 7 0.007005
4 8 0.017513
4 9 0.012259
4 10 0.007005
4 11 0.019264
4 12 0.012259
4 13 0.028021
4 14 0.005254
4 15 0.022767
4 16 0.014011
4 17 0.019264
4 18 0.015762
4 19 0.005254
4 20 0.028021
4 21 0.014011
4 22 0.015762
4 23 0.019264
4 24 0.015762
4 25 0.015762
4 26 0.031524
4 27 0.022767
4 28 0.014011
4 29 0.012259
4 30 0.022767
4 31 0.017513
4 32 0.001751
4 33 0.015762
4 34 0.017513
4 35 0.017513
4 36 0.015762
4 37 0.012259
4 38 0.012259
4 39 0.015762
4 40 0.010508
4 41 0.017513
4 42 0.012259
4 43 0.021016
4 44 0.010508
4 45 0.008757
4 46 0.005254
4 47 0.008757
4 48 0.008757
4 49 0.010508
4 50 0.019264
4 51 0.014011
4 52 0.008757
4 53 0.010508
4 54 0.008757
4 55 0.001751
4 56 0.007005
4 57 0.010508
4 58 0.012259
4 59 0.001751
4 60 0.005254
4 61 0.014011
4 62 0.003503
4 63 0.010508
4 64 0.010508
4 65 0.005254
4 66 0.003503
4 67 0.007005
4 68 0.007005
4 69 0.014011
4 70 0.000000
4 71 0.010508
4 72 0.003503
4 73 0.003503
4 74 0.001751
4 75 0.010508
4 76 0.007005
4 77 0.003503
4 78 0.007005
4 79 0.005254
4 80 0.001751
4 81 0.010508
4 82 0.003503
4 83 0.001751
4 84 0.000000
4 85 0.000000
4 86 0.005254
4 87 0.003503
4 88 0.008757
4 89 0.001751
4 90 0.000000
4 91 0.001751
4 92 0.007005
4 93 0.001751
4 94 0.003503
4 95 0.000000
4 96 0.001751
4 97 0.000000
4 98 0.003503
4 99 0.001751
5 0 0.014634
5 1 0.030081
5 2 0.033333
5 3 0.039837
5 4 0.029268
5 5 0.029268
5 6 0.031707
5 7 0.045528
5 8 0.035772
5 9 0.030081
5 10 0.027642
5 11 0.029268
5 12 0.026829
5 13 0.027642
5 14 0.022764
5 15 0.025203
5 16 0.021951
5 17 0.018699
5 18 0.016260
5 19 0.018699
5 20 0.016260
5 21 0.017073
5 22 0.016260
5 23 0.016260
5 24 0.014634
5 25 0.008943
5 26 0.012195
5 27 0.014634
5 28 0.011382
5 29 0.010569
5 30 0.009756
5 31 0.016260
5 32 0.010569
5 33 0.008943
5 34 0.008943
5 35 0.007317
5 36 0.010569
5 37 0.012195
5 38 0.009756
5 39 0.012195
5 40 0.006504
5 41 0.013821
5 42 0.005691
5 43 0.012195
5 44 0.008130
5 45 0.003252
5 46 0.005691
5 47 0.002439
5 48 0.004878
5 49 0.004065
5 50 0.005691
5 51 0.006504
5 52 0.005691
5 53 0.004878
5 54 0.002439
5 55 0.004065
5 56 0.009756
5 57 0.006504
5 58 0.005691
5 59 0.005691
5 60 0.002439
5 61 0.003252
5 62 0.004065
5 63 0.004065
5 64 0.002439
5 65 0.005691
5 66 0.006504
5 67 0.004878
5 68 0.000813
5 69 0.004065
5 70 0.002439
5 71 0.001626
5 72 0.000813
5 73 0.004065
5 74 0.000000
5 75 0.003252
5 76 0.004065
5 77 0.000000
5 78 0.000813
5 79 0.001626
5 80 0.003252
5 81 0.001626
5 82 0.000000
5 83 0.003252
5 84 0.003252
5 85 0.000813
5 86 0.000000
5 87 0.000000
5 88 0.000813
5 89 0.000000
5 90 0.000813
5 91 0.000813
5 92 0.002439
5 93 0.000000
5 94 0.000813
5 95 0.000000
5 96 0.000000
5 97 0.000000
5 98 0.002439
5 99 0.000000
8 0 0.072202
8 1 0.077617
8 2 0.063177
8 3 0.043321
8 4 0.072202
8 5 0.052347
8 6 0.043321
8 7 0.041516
8 8 0.037906
8 9 0.016245
8 10 0.028881
8 11 0.019856
8 12 0.014440
8 13 0.018051
8 14 0.018051
8 15 0.023466
8 16 0.016245
8 17 0.005415
8 18 0.016245
8 19 0.012635
8 20 0.010830
8 21 0.012635
8 22 0.010830
8 23 0.009025
8 24 0.005415
8 25 0.010830
8 26 0.019856
8 27 0.009025
8 28 0.012635
8 29 0.010830
8 30 0.003610
8 31 0.009025
8 32 0.001805
8 33 0.005415
8 34 0.000000
8 35 0.007220
8 36 0.009025
8 37 0.007220
8 38 0.010830
8 39 0.003610
8 40 0.005415
8 41 0.009025
8 42 0.007220
8 43 0.005415
8 44 0.007220
8 45 0.001805
8 46 0.003610
8 47 0.005415
8 48 0.003610
8 49 0.003610
8 50 0.003610
8 51 0.005415
8 52 0.005415
8 53 0.000000
8 54 0.000000
8 55 0.000000
8 56 0.001805
8 57 0.000000
8 58 0.005415
8 59 0.005415
8 60 0.003610
8 61 0.003610
8 62 0.001805
8 63 0.000000
8 64 0.005415
8 65 0.003610
8 66 0.001805
8 67 0.003610
8 68 0.003610
8 69 0.000000
8 70 0.003610
8 71 0.003610
8 72 0.000000
8 73 0.000000
8 74 0.001805
8 75 0.000000
8 76 0.001805
8 77 0.001805
8 78 0.001805
8 79 0.000000
8 80 0.001805
8 81 0.000000
8 82 0.000000
8 83 0.000000
8 84 0.003610
8 85 0.001805
8 86 0.000000
8 87 0.000000
8 88 0.000000
8 89 0.001805
8 90 0.000000
8 91 0.000000
8 92 0.001805
8 93 0.000000
8 94 0.001805
8 95 0.000000
8 96 0.000000
8 97 0.000000
8 98 0.000000
8 99 0.003610
9 0 0.000000
9 1 0.000000
9 2 0.005155
9 3 0.000000
9 4 0.015464
9 5 0.005155
9 6 0.010309
9 7 0.015464
9 8 0.010309
9 9 0.020619
9 10 0.015464
9 11 0.005155
9 12 0.020619
9 13 0.010309
9 14 0.025773
9 15 0.010309
9 16 0.005155
9 17 0.020619
9 18 0.005155
9 19 0.010309
9 20 0.015464
9 21 0.005155
9 22 0.010309
9 23 0.015464
9 24 0.030928
9 25 0.015464
9 26 0.010309
9 27 0.020619
9 28 0.010309
9 29 0.041237
9 30 0.020619
9 31 0.010309
9 32 0.020619
9 33 0.015464
9 34 0.010309
9 35 0.015464
9 36 0.015464
9 37 0.005155
9 38 0.010309
9 39 0.015464
9 40 0.015464
9 41 0.025773
9 42 0.036082
9 43 0.005155
9 44 0.025773
9 45 0.000000
9 46 0.015464
9 47 0.015464
9 48 0.005155
9 49 0.015464
9 50 0.015464
9 51 0.000000
9 52 0.025773
9 53 0.010309
9 54 0.000000
9 55 0.010309
9 56 0.005155
9 57 0.020619
9 58 0.000000
9 59 0.015464
9 60 0.020619
9 61 0.000000
9 62 0.010309
9 63 0.010309
9 64 0.005155
9 65 0.010309
9 66 0.005155
9 67 0.005155
9 68 0.005155
9 69 0.000000
9 70 0.000000
9 71 0.015464
9 72 0.000000
9 73 0.000000
9 74 0.010309
9 75 0.000000
9 76 0.015464
9 77 0.000000
9 78 0.005155
9 79 0.000000
9 80 0.000000
9 81 0.000000
9 82 0.005155
9 83 0.000000
9 84 0.000000
9 85 0.005155
9 86 0.010309
9 87 0.005155
9 88 0.005155
9 89 0.010309
9 90 0.005155
9 91 0.010309
9 92 0.010309
9 93 0.010309
9 94 0.000000
9 95 0.000000
9 96 0.005155
9 97 0.005155
9 98 0.005155
9 99 0.000000
10 0 0.008576
10 1 0.005575
10 2 0.009005
10 3 0.011149
10 4 0.008148
10 5 0.008148
10 6 0.011578
10 7 0.013293
10 8 0.009863
10 9 0.012007
10 10 0.007719
10 11 0.010720
10 12 0.018439
10 13 0.009005
10 14 0.012007
10 15 0.013293
10 16 0.012007
10 17 0.011149
10 18 0.013722
10 19 0.012436
10 20 0.016724
10 21 0.016295
10 22 0.014580
10 23 0.011149
10 24 0.012864
10 25 0.011149
10 26 0.014580
10 27 0.015866
10 28 0.013722
10 29 0.012864
10 30 0.012436
10 31 0.011149
10 32 0.011578
10 33 0.011578
10 34 0.010720
10 35 0.010292
10 36 0.012864
10 37 0.013722
10 38 0.012007
10 39 0.015866
10 40 0.012864
10 41 0.009005
10 42 0.011149
10 43 0.013722
10 44 0.009863
10 45 0.012007
10 46 0.011149
10 47 0.009005
10 48 0.013722
10 49 0.013293
10 50 0.012436
10 51 0.008576
10 52 0.012864
10 53 0.009434
10 54 0.004717
10 55 0.008576
10 56 0.011149
10 57 0.008576
10 58 0.012436
10 59 0.009005
10 60 0.007719
10 61 0.006432
10 62 0.007719
10 63 0.008148
10 64 0.008576
10 65 0.009434
10 66 0.007290
10 67 0.009863
10 68 0.008148
10 69 0.010720
10 70 0.011578
10 71 0.010292
10 72 0.008148
10 73 0.010292
10 74 0.009863
10 75 0.007719
10 76 0.009863
10 77 0.009005
10 78 0.005575
10 79 0.006861
10 80 0.009005
10 81 0.008148
10 82 0.008148
10 83 0.007290
10 84 0.007719
10 85 0.005146
10 86 0.003431
10 87 0.009434
10 88 0.006003
10 89 0.007290
10 90 0.006003
10 91 0.008576
10 92 0.007719
10 93 0.007290
10 94 0.004288
10 95 0.006861
10 96 0.003859
10 97 0.006432
10 98 0.006861
10 99 0.003859
12 0 0.001340
12 1 0.001340
12 2 0.001622
12 3 0.002115
12 4 0.002538
12 5 0.002679
12 6 0.002468
12 7 0.003808
12 8 0.002256
12 9 0.004019
12 10 0.004231
12 11 0.004513
12 12 0.004442
12 13 0.005006
12 14 0.004936
12 15 0.005429
12 16 0.004865
12 17 0.005852
12 18 0.005923
12 19 0.007474
12 20 0.006064
12 21 0.006487
12 22 0.008602
12 23 0.009096
12 24 0.008885
12 25 0.009167
12 26 0.009731
12 27 0.009660
12 28 0.009590
12 29 0.010013
12 30 0.009942
12 31 0.009378
12 32 0.010718
12 33 0.010506
12 34 0.012058
12 35 0.009660
12 36 0.010929
12 37 0.011352
12 38 0.011211
12 39 0.011282
12 40 0.014032
12 41 0.012974
12 42 0.013468
12 43 0.012763
12 44 0.013538
12 45 0.011846
12 46 0.012410
12 47 0.012551
12 48 0.013750
12 49 0.011987
12 50 0.012058
12 51 0.012410
12 52 0.013256
12 53 0.013820
12 54 0.013679
12 55 0.013256
12 56 0.013820
12 57 0.014102
12 58 0.014878
12 59 0.012692
12 60 0.013961
12 61 0.013186
12 62 0.013397
12 63 0.014949
12 64 0.013397
12 65 0.012692
12 66 0.014102
12 67 0.012904
12 68 0.013327
12 69 0.013045
12 70 0.013468
12 71 0.012622
12 72 0.012904
12 73 0.013256
12 74 0.013538
12 75 0.015513
12 76 0.011775
12 77 0.013961
12 78 0.012340
12 79 0.013256
12 80 0.011987
12 81 0.011846
12 82 0.011705
12 83 0.011987
12 84 0.011564
12 85 0.011917
12 86 0.013538
12 87 0.011282
12 88 0.010929
12 89 0.012340
12 90 0.011775
12 91 0.009237
12 92 0.010224
12 93 0.009308
12 94 0.008250
12 95 0.007404
12 96 0.008109
12 97 0.006840
12 98 0.004865
12 99 0.002820
13 0 0.000000
13 1 0.000000
13 2 0.000000
13 3 0.000000
13 4 0.000000
13 5 0.000000
13 6 0.000000
13 7 0.000000
13 8 0.000000
13 9 0.041667
13 10 0.041667
13 11 0.000000
13 12 0.041667
13 13 0.041667
13 14 0.041667
13 15 0.000000
13 16 0.000000
13 17 0.000000
13 18 0.000000
13 19 0.000000
13 20 0.000000
13 21 0.041667
13 22 0.041667
13 23 0.000000
13 24 0.041667
13 25 0.000000
13 26 0.000000
13 27 0.000000
13 28 0.041667
13 29 0.000000
13 30 0.041667
13 31 0.000000
13 32 0.000000
13 33 0.000000
13 34 0.000000
13 35 0.000000
13 36 0.000000
13 37 0.000000
13 38 0.000000
13 39 0.000000
13 40 0.041667
13 41 0.041667
13 42 0.000000
13 43 0.000000
13 44 0.000000
13 45 0.000000
13 46 0.000000
13 47 0.000000
13 48 0.041667
13 49 0.000000
13 50 0.000000
13 51 0.000000
13 52 0.041667
13 53 0.000000
13 54 0.000000
13 55 0.000000
13 56 0.000000
13 57 0.000000
13 58 0.000000
13 59 0.000000
13 60 0.041667
13 61 0.041667
13 62 0.000000
13 63 0.000000
13 64 0.000000
13 65 0.041667
13 66 0.041667
13 67 0.000000
13 68 0.041667
13 69 0.000000
13 70 0.000000
13 71 0.000000
13 72 0.000000
13 73 0.000000
13 74 0.000000
13 75 0.000000
13 76 0.000000
13 77 0.000000
13 78 0.000000
13 79 0.000000
13 80 0.041667
13 81 0.000000
13 82 0.041667
13 83 0.041667
13 84 0.000000
13 85 0.000000
13 86 0.000000
13 87 0.000000
13 88 0.000000
13 89 0.000000
13 90 0.000000
13 91 0.000000
13 92 0.000000
13 93 0.041667
13 94 0.000000
13 95 0.000000
13 96 0.041667
13 97 0.000000
13 98 0.000000
13 99 0.000000
14 0 0.000000
14 1 0.000000
14 2 0.000000
14 3 0.005714
14 4 0.000000
14 5 0.000000
14 6 0.000000
14 7 0.000000
14 8 0.011429
14 9 0.000000
14 10 0.005714
14 11 0.000000
14 12 0.005714
14 13 0.005714
14 14 0.000000
14 15 0.017143
14 16 0.000000
14 17 0.011429
14 18 0.005714
14 19 0.005714
14 20 0.011429
14 21 0.011429
14 22 0.017143
14 23 0.005714
14 24 0.005714
14 25 0.000000
14 26 0.000000
14 27 0.011429
14 28 0.017143
14 29 0.000000
14 30 0.022857
14 31 0.000000
14 32 0.005714
14 33 0.017143
14 34 0.011429
14 35 0.005714
14 36 0.017143
14 37 0.000000
14 38 0.005714
14 39 0.005714
14 40 0.022857
14 41 0.022857
14 42 0.017143
14 43 0.022857
14 44 0.000000
14 45 0.028571
14 46 0.022857
14 47 0.017143
14 48 0.011429
14 49 0.005714
14 50 0.028571
14 51 0.028571
14 52 0.011429
14 53 0.011429
14 54 0.017143
14 55 0.022857
14 56 0.005714
14 57 0.011429
14 58 0.005714
14 59 0.000000
14 60 0.011429
14 61 0.017143
14 62 0.022857
14 63 0.022857
14 64 0.000000
14 65 0.017143
14 66 0.005714
14 67 0.005714
14 68 0.022857
14 69 0.005714
14 70 0.005714
14 71 0.000000
14 72 0.017143
14 73 0.028571
14 74 0.005714
14 75 0.005714
14 76 0.017143
14 77 0.017143
14 78 0.011429
14 79 0.000000
14 80 0.011429
14 81 0.005714
14 82 0.022857
14 83 0.005714
14 84 0.028571
14 85 0.000000
14 86 0.017143
14 87 0.011429
14 88 0.017143
14 89 0.017143
14 90 0.005714
14 91 0.000000
14 92 0.005714
14 93 0.005714
14 94 0.017143
14 95 0.011429
14 96 0.000000
14 97 0.011429
14 98 0.000000
14 99 0.005714
15 0 0.008643
15 1 0.006295
15 2 0.005869
15 3 0.005762
15 4 0.005548
15 5 0.005442
15 6 0.005122
15 7 0.006722
15 8 0.005762
15 9 0.006829
15 10 0.007469
15 11 0.005975
15 12 0.005335
15 13 0.005975
15 14 0.005655
15 15 0.007149
15 16 0.005122
15 17 0.005548
15 18 0.006082
15 19 0.006189
15 20 0.006082
15 21 0.006936
15 22 0.006829
15 23 0.008323
15 24 0.005442
15 25 0.007256
15 26 0.005975
15 27 0.008749
15 28 0.006829
15 29 0.006615
15 30 0.006509
15 31 0.008323
15 32 0.008749
15 33 0.008643
15 34 0.005975
15 35 0.009070
15 36 0.006936
15 37 0.005548
15 38 0.008003
15 39 0.007149
15 40 0.007789
15 41 0.007576
15 42 0.008216
15 43 0.007256
15 44 0.007789
15 45 0.010243
15 46 0.006082
15 47 0.008749
15 48 0.008109
15 49 0.007469
15 50 0.008963
15 51 0.008643
15 52 0.009816
15 53 0.008216
15 54 0.009603
15 55 0.008323
15 56 0.009390
15 57 0.009070
15 58 0.008109
15 59 0.008109
15 60 0.007682
15 61 0.010883
15 62 0.009496
15 63 0.010563
15 64 0.009390
15 65 0.009390
15 66 0.009496
15 67 0.011417
15 68 0.010350
15 69 0.012591
15 70 0.011097
15 71 0.011737
15 72 0.012271
15 73 0.011204
15 74 0.011417
15 75 0.014725
15 76 0.013551
15 77 0.013764
15 78 0.013551
15 79 0.013658
15 80 0.013871
15 81 0.014831
15 82 0.013231
15 83 0.015792
15 84 0.015898
15 85 0.014831
15 86 0.013871
15 87 0.015045
15 88 0.016752
15 89 0.015898
15 90 0.014085
15 91 0.018993
15 92 0.019099
15 93 0.019206
15 94 0.020060
15 95 0.018886
15 96 0.018353
15 97 0.018353
15 98 0.021447
15 99 0.019313
17 0 0.009276
17 1 0.011773
17 2 0.012487
17 3 0.013200
17 4 0.018195
17 5 0.019622
17 6 0.016411
17 7 0.019265
17 8 0.022476
17 9 0.022119
17 10 0.018552
17 11 0.021049
17 12 0.014984
17 13 0.012487
17 14 0.013914
17 15 0.020692
17 16 0.021762
17 17 0.021762
17 18 0.016768
17 19 0.014984
17 20 0.020335
17 21 0.017481
17 22 0.017481
17 23 0.016768
17 24 0.015341
17 25 0.017481
17 26 0.015341
17 27 0.016411
17 28 0.011416
17 29 0.016411
17 30 0.017838
17 31 0.008919
17 32 0.012130
17 33 0.013914
17 34 0.014984
17 35 0.012487
17 36 0.009276
17 37 0.013200
17 38 0.009276
17 39 0.012130
17 40 0.011060
17 41 0.008919
17 42 0.011416
17 43 0.007492
17 44 0.007849
17 45 0.007849
17 46 0.008919
17 47 0.010346
17 48 0.009276
17 49 0.005351
17 50 0.010703
17 51 0.009633
17 52 0.008562
17 53 0.010346
17 54 0.008562
17 55 0.010346
17 56 0.010703
17 57 0.013200
17 58 0.008919
17 59 0.009276
17 60 0.009633
17 61 0.008205
17 62 0.006065
17 63 0.004995
17 64 0.008205
17 65 0.005351
17 66 0.007492
17 67 0.006778
17 68 0.004995
17 69 0.006778
17 70 0.006422
17 71 0.007135
17 72 0.003568
17 73 0.006422
17 74 0.004638
17 75 0.004281
17 76 0.004638
17 77 0.003924
17 78 0.006422
17 79 0.004638
17 80 0.005708
17 81 0.003924
17 82 0.003211
17 83 0.003568
17 84 0.002141
17 85 0.001784
17 86 0.002854
17 87 0.002854
17 88 0.003211
17 89 0.003211
17 90 0.004638
17 91 0.001427
17 92 0.002141
17 93 0.002141
17 94 0.002141
17 95 0.002141
17 96 0.003924
17 97 0.002497
17 98 0.004281
17 99 0.002497
20 0 0.002364
20 1 0.002364
20 2 0.007092
20 3 0.000000
20 4 0.002364
20 5 0.004728
20 6 0.007092
20 7 0.014184
20 8 0.002364
20 9 0.004728
20 10 0.009456
20 11 0.004728
20 12 0.004728
20 13 0.004728
20 14 0.004728
20 15 0.004728
20 16 0.011820
20 17 0.002364
20 18 0.014184
20 19 0.011820
20 20 0.011820
20 21 0.002364
20 22 0.014184
20 23 0.011820
20 24 0.023641
20 25 0.018913
20 26 0.018913
20 27 0.018913
20 28 0.018913
20 29 0.009456
20 30 0.028369
20 31 0.016548
20 32 0.023641
20 33 0.018913
20 34 0.021277
20 35 0.011820
20 36 0.016548
20 37 0.018913
20 38 0.018913
20 39 0.023641
20 40 0.018913
20 41 0.026005
20 42 0.021277
20 43 0.023641
20 44 0.009456
20 45 0.018913
20 46 0.014184
20 47 0.014184
20 48 0.028369
20 49 0.021277
20 50 0.014184
20 51 0.021277
20 52 0.009456
20 53 0.009456
20 54 0.004728
20 55 0.014184
20 56 0.009456
20 57 0.007092
20 58 0.021277
20 59 0.014184
20 60 0.004728
20 61 0.004728
20 62 0.018913
20 63 0.002364
20 64 0.018913
20 65 0.000000
20 66 0.004728
20 67 0.009456
20 68 0.009456
20 69 0.011820
20 70 0.004728
20 71 0.002364
20 72 0.004728
20 73 0.002364
20 74 0.000000
20 75 0.011820
20 76 0.007092
20 77 0.004728
20 78 0.007092
20 79 0.007092
20 80 0.004728
20 81 0.004728
20 82 0.007092
20 83 0.007092
20 84 0.002364
20 85 0.004728
20 86 0.004728
20 87 0.004728
20 88 0.002364
20 89 0.004728
20 90 0.011820
20 91 0.007092
20 92 0.000000
20 93 0.002364
20 94 0.000000
20 95 0.002364
20 96 0.000000
20 97 0.002364
20 98 0.000000
20 99 0.000000
21 0 0.000563
21 1 0.000845
21 2 0.000563
21 3 0.001408
21 4 0.002534
21 5 0.000563
21 6 0.003941
21 7 0.001408
21 8 0.001689
21 9 0.003378
21 10 0.003378
21 11 0.005631
21 12 0.003941
21 13 0.003097
21 14 0.004786
21 15 0.003378
21 16 0.004223
21 17 0.003097
21 18 0.003941
21 19 0.006475
21 20 0.004786
21 21 0.006194
21 22 0.005349
21 23 0.004786
21 24 0.007601
21 25 0.005349
21 26 0.005349
21 27 0.007601
21 28 0.007883
21 29 0.008727
21 30 0.007320
21 31 0.010135
21 32 0.008446
21 33 0.007320
21 34 0.005631
21 35 0.009291
21 36 0.009572
21 37 0.011261
21 38 0.009854
21 39 0.014358
21 40 0.009009
21 41 0.011261
21 42 0.006194
21 43 0.011261
21 44 0.011824
21 45 0.011824
21 46 0.012387
21 47 0.010980
21 48 0.013232
21 49 0.012950
21 50 0.014640
21 51 0.011543
21 52 0.012106
21 53 0.014640
21 54 0.014077
21 55 0.014358
21 56 0.014077
21 57 0.017173
21 58 0.013795
21 59 0.012950
21 60 0.016047
21 61 0.017736
21 62 0.016047
21 63 0.011543
21 64 0.013232
21 65 0.016892
21 66 0.016047
21 67 0.014358
21 68 0.014640
21 69 0.014358
21 70 0.013795
21 71 0.014077
21 72 0.017455
21 73 0.020270
21 74 0.016329
21 75 0.013232
21 76 0.015203
21 77 0.010417
21 78 0.016892
21 79 0.014358
21 80 0.013514
21 81 0.014077
21 82 0.013514
21 83 0.009854
21 84 0.012669
21 85 0.013795
21 86 0.013514
21 87 0.015766
21 88 0.011824
21 89 0.010417
21 90 0.012950
21 91 0.013232
21 92 0.011543
21 93 0.010135
21 94 0.011261
21 95 0.008727
21 96 0.009572
21 97 0.008727
21 98 0.007883
21 99 0.008164
38 0 0.014800
38 1 0.011595
38 2 0.011029
38 3 0.011218
38 4 0.011312
38 5 0.011124
38 6 0.011124
38 7 0.011312
38 8 0.011124
38 9 0.011029
38 10 0.007919
38 11 0.010275
38 12 0.010087
38 13 0.009898
38 14 0.009710
38 15 0.011595
38 16 0.009333
38 17 0.010464
38 18 0.010275
38 19 0.009992
38 20 0.009615
38 21 0.012066
38 22 0.009521
38 23 0.009333
38 24 0.011029
38 25 0.008956
38 26 0.010747
38 27 0.008861
38 28 0.008767
38 29 0.008767
38 30 0.011312
38 31 0.008107
38 32 0.009050
38 33 0.010181
38 34 0.009333
38 35 0.010464
38 36 0.008861
38 37 0.009144
38 38 0.009804
38 39 0.010087
38 40 0.009898
38 41 0.009521
38 42 0.009710
38 43 0.009333
38 44 0.008578
